91;21.05.2020 08:25:32;1;55
1000697;485,0000;1,0000;0
1062;645,0000;1,0000;0
1464;295,0000;1,0000;0
342;685,0000;1,0000;0
1432;375,0000;1,0000;0
1296;425,0000;1,0000;0
1310;325,0000;1,0000;0
1372;425,0000;1,0000;0
1425;365,0000;1,0000;0
1380;395,0000;1,0000;0
1305;265,0000;1,0000;0
1411;95,0000;5,0000;0
1435;345,0000;1,0000;0
1409;95,0000;5,0000;0
1343;195,0000;1,0000;0
1382;295,0000;1,0000;0
1304;185,0000;1,0000;0
1342;120,0000;1,0000;0
1319;395,0000;2,0000;0
1371;375,0000;1,0000;0
1376;235,0000;1,0000;0
424;20,0000;7,0000;0
425;40,0000;3,0000;0
1387;395,0000;1,0000;0
1225;325,0000;1,0000;0
